SurveyArea,LGA,BushlandOrUrban,Methodology,Date,Time,TransectID,Year,SurveyNumber,SiteNumber,SiteName,Transect,SightingNumber,Distance_m,Bearing,AgeStatus,NumberOfAdults,NumberOfSubadults,NumberOfJuveniles,Sex,Disease,Waypoint,Eastings,Northings,TreeSpecies,HeightOfKoalaInTree_m,HeightOfTree_m,DBH_cm,CrownSize_m,CrownDensity_percentage,OldTransectNumber
Gold Coast,Gold Coast,Urban,All-of-area,10/03/2013,14:30:00,201252200,2012,22,522,Helensvale,0,3,N/A,N/A,A*,1,0,0,F*,N,D1 W291,532257,6914045,E. tereticornis,,,,,,
Gold Coast,Gold Coast,Urban,All-of-area,10/03/2013,14:30:00,201252200,2012,22,522,Helensvale,0,4,N/A,N/A,J*,0,0,1,U,N,D1 W291,532257,6914045,E. tereticornis,,,,,,
Gold Coast,Gold Coast,Urban,All-of-area,10/03/2013,9:20:00,201252200,2012,22,522,Helensvale,0,5,N/A,N/A,A,1,0,0,F,N,D2 W419,531968,6913163,E. seeana,,,,,,
Gold Coast,Gold Coast,Urban,All-of-area,10/03/2013,9:20:00,201252200,2012,22,522,Helensvale,0,6,N/A,N/A,S,0,1,0,U,N,D2 W419,531968,6913163,E. seeana,,,,,,
Gold Coast,Gold Coast,Urban,All-of-area,27/11/2013,11:55:00,201252500,2012,22,525,Elanora,0,1,N/A,N/A,A,1,0,0,M,N,D1 W502 ,545168,6888371,Acacia so,,,,,,
Gold Coast,Gold Coast,Urban,All-of-area,27/11/2013,15:05:00,201252500,2012,22,525,Elanora,0,2,N/A,N/A,A,1,0,0,F,C/T,D2 W741 ,544425,6887841,E. pilularis,,,,,,
Gold Coast,Gold Coast,Urban,All-of-area,27/11/2013,15:15:00,201252500,2012,22,525,Elanora,0,3,N/A,N/A,A,1,0,0,M,N,D1 W503 ,545173,6888446,E. grandis,,,,,,
Koala Coast,Redland City,Bushland,Strip-transect,27/08/2013,10:30:00,201300302,2013,23,3,Gravel Reserve,2,1,N/A,N/A,A,1,0,0,M,N,D1 W083,521455,6953450,E. racemosa,11,19,86.6,10,55,2
Koala Coast,Brisbane City,Bushland,Strip-transect,16/12/2013,13:13:00,201301302,2013,23,13,Burbank,2,1,N/A,N/A,A,1,0,0,F,T C,D4 099,517500,6949393,L. suaveolens,5,6,15.8,3.5,45,2
Koala Coast,Brisbane City,Bushland,Strip-transect,16/12/2013,!4.50,201301304,2013,23,13,Burbank,4,1,N/A,N/A,A*,1,0,0,F,N,D4 107 ,516920,6949831,E. crebra,11,13,28,6,20,4
Koala Coast,Brisbane City,Bushland,Strip-transect,16/12/2013,14:50:00,201301304,2013,23,13,Burbank,4,2,N/A,N/A,J*,0,0,1,U,N,D4 107,516920,6949831,E. carnea,7,9,16,3,30,4
Koala Coast,Brisbane City,Bushland,Strip-transect,16/12/2013,15:10:00,201301304,2013,23,13,Burbank,4,3,N/A,N/A,A,1,0,0,F,N,D4 108,516869,6949843,E. propinqua,9,10,13.8,4,60,4
Koala Coast,Brisbane City,Bushland,Strip-transect,18/12/2013,9:05:00,201301306,2013,23,13,Burbank,6,1,N/A,N/A,A,1,0,0,M,N,D4 120,517265,6950128,L. confertus,8,9,11.3,3,70,6
Koala Coast,Brisbane City,Bushland,Strip-transect,18/12/2013,9:30:00,201301306,2013,23,13,Burbank,6,2,N/A,N/A,A,1,0,0,M,T,D4 121,517743,6949999,E. microcorys,7,10,10.7,3,40,6
Koala Coast,Brisbane City,Bushland,Strip-transect,18/1220/13,9:40:00,201301306,2013,23,13,Burbank,6,3,N/A,N/A,A,1,0,0,F,N,D4 122,517829,6950066,L. suaveolens,9,11,17.3,3,50,6
Koala Coast,Brisbane City,Bushland,Strip-transect,18/12/2013,11:10:00,201301307,2013,23,13,Burbank,7,1,N/A,N/A,A,1,0,0,M,C ,D4 131,516813,6950460,E. microcorys,12,15,31.4,7,40,7
Koala Coast,Redland City,Bushland,Strip-transect,28/08/2013,15:00:00,201302704,2013,23,27,Ney Road,4,1,N/A,N/A,A,1,0,0,M,N,D2 W183,520690,6952448,C. intermedia,8,16,32.2,11,10,4
Koala Coast,Redland City,Bushland,Strip-transect,28/08/2013,15:50:00,201302704,2013,23,27,Ney Road,4,2,N/A,N/A,A,1,0,0,F,C,D2 W184,519996,6952323,L. confertus,4,9,11.9,4,40,4
Pine Rivers,Moreton Bay,Urban,All-of-area,15/09/2013,10:00:00,201310100,2013,23,101,Joyner,0,1,N/A,N/A,A,1,0,0,U,N,D2 W302,494322,6983237,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,29/09/2013,10:20:00,201310200,2013,23,102,Lawnton,0,1,N/A,N/A,A,1,0,0,U,T,D1 W412 ,496862,6982651,E. moluccana,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,29/09/2013,11:00:00,201310200,2013,23,102,Lawnton,0,2,N/A,N/A,A,1,0,0,U,N,D1 W283  ,497329,6982781,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,29/09/2013,12:05:00,201310200,2013,23,102,Lawnton,0,3,N/A,N/A,S,0,1,0,M,N,D1 W284 ,497108,6982365,L. suaveolens,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,13/10/2013,9:50:00,201310300,2013,23,103,Strathpine,0,1,N/A,N/A,A,1,0,0,M,N,D1 W321 ,496545,6979966,,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,16/06/2013,10:25:00,201310500,2013,23,105,Kallangur,0,1,N/A,N/A,A,1,0,0,U,N,D2 W713,498808,6985997,E. racemosa,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,16/06/2013,10:40:00,201310500,2013,23,105,Kallangur,0,2,N/A,N/A,A*,1,0,0,F,N,D2 W622,498562,6985984,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,16/06/2013,10:40:00,201310500,2013,23,105,Kallangur,0,3,N/A,N/A,J*,0,0,1,U,U,D1 W622,498562,6985984,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,16/06/2013,10:41:00,201310500,2013,23,105,Kallangur,0,4,N/A,N/A,A,1,0,0,F,N,D1 W623,498564,6985999,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,16/06/2013,10:41:00,201310500,2013,23,105,Kallangur,0,5,N/A,N/A,A,1,0,0,F,N,D1 W624,498564,6986023,E. microcorys,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,16/06/2013,10:41:00,201310500,2013,23,105,Kallangur,0,6,N/A,N/A,A,1,0,0,F,N,D1 W624,498564,6986023,E. microcorys,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,16/06/2013,11:20:00,201310500,2013,23,105,Kallangur,0,7,N/A,N/A,A,1,0,0,F,N,D1 W625,498744,6985966,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,7/07/2013,9:45:00,201310600,2013,23,106,Petrie,0,1,N/A,N/A,A,1,0,0,M,C & T,D2 W137,496223,6984612,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,7/07/2013,14:45:00,201310600,2013,23,106,Petrie,0,2,N/A,N/A,A,1,0,0,M,N,D2 W140,496021,6984806,E. maculata (which is now C. citriodora),,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,7/07/2013,11:50:00,201310600,2013,23,106,Petrie,0,3,N/A,N/A,A,1,0,0,M,T,D1 W772,496278,6984956,E. moluccana,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,7/07/2013,14:10:00,201310600,2013,23,106,Petrie,0,4,N/A,N/A,A,1,0,0,F,N,D1 W774,496179,6984782,L. confertus,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,10:30:00,201310800,2013,23,108,Whiteside,0,1,N/A,N/A,A,1,0,0,U,U,D2 W243,494069,6985211,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,11:00:00,201310800,2013,23,108,Whiteside,0,2,N/A,N/A,A,1,0,0,M,N,D1 W889,493805,6985266,E. crebra,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,12:10:00,201310800,2013,23,108,Whiteside,0,3,N/A,N/A,A*,1,0,0,F,N,D1 W890,493644,6984972,Jacaranda sp.,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,12:10:00,201310800,2013,23,108,Whiteside,0,4,N/A,N/A,J*,0,0,1,U,U,D1 W890,493644,6984972,Jacaranda sp.,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,12:30:00,201310800,2013,23,108,Whiteside,0,5,N/A,N/A,A,1,0,0,F,T,D1 W891,493630,6985209,E. punctata,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,10:30:00,201310800,2013,23,108,Whiteside,0,6,N/A,N/A,A,1,0,0,U,T,D2 W239,494119,6985011,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,10:45:00,201310800,2013,23,108,Whiteside,0,7,N/A,N/A,A,1,0,0,M,N,D2 W240,494119,6984946,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,10:55:00,201310800,2013,23,108,Whiteside,0,8,N/A,N/A,A,1,0,0,F,N,D2 W241,494825,6984984,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,21/07/2013,11:35:00,201310800,2013,23,108,Whiteside,0,9,N/A,N/A,A,1,0,0,M,T,D2 W242,493898,6984737,Grevillea robusta,,,,,,
Pine Rivers,Moreton Bay,Bushland,Line-transect,31/05/2013,10:35:00,201310905,2013,23,109,Lake Kurwongbah,5,1,7.3,S,A,1,0,0,F,N,D1 W534,495886,6984726,E. tereticornis,20,25,47.8,10,45,5
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/07/2013,10:35:00,201310906,2013,23,109,Lake Kurwongbah,6,1,28.6,S,A,1,0,0,M,N,D2 W149 ,496173,6985089,E. moluccana,22,28,60.4,12,60,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/07/2013,11:15:00,201310907,2013,23,109,Lake Kurwongbah,7,1,67.3,E,A,1,0,0,F,N,D2 W152,495830,6985232,E. moluccana,14,20,67.3,13,65,7
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/05/2013,11:30:00,201310910,2013,23,109,Lake Kurwongbah,10,1,36.57,S,A,1,0,0,M,N,D1 W505,495603,6984829,E. moluccana,18,35,68.1; 50.0,10,50,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/05/2013,11:05:00,201310911,2013,23,109,Lake Kurwongbah,11,1,1.4,S,A,1,0,0,M,N,D2 W642,495527,6984771,C. citriodora,7,11,15.6,3,70,11
Pine Rivers,Moreton Bay,Bushland,Line-transect,6/08/2013,10:35:00,201311101.1,2013,23,111,Postmans Track,1.1,1,21.1,E,A,1,0,0,M,N,,486403,6985153,E. tereticornis,15,22,46.4,9,30,1a
Pine Rivers,Moreton Bay,Bushland,Line-transect,11/06/2013,11:20:00,201311208,2013,23,112,Ocean View,8,1,16.7,N,A*,1,0,0,F,N,D2 W690,482936,6998966,E. propinqua,12,17,44.2,8,70,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,11/06/2013,11:20:00,201311208,2013,23,112,Ocean View,8,2,16.7,N,J*,0,0,1,U,N,D2 W690,482936,6998966,E. propinqua,12,17,44.2,8,70,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,5/07/2013,11:40:00,201311501,2013,23,115,Clear Mountain Conservation Park,1,1,9.7,W,A,1,0,0,U,N,D1 W767 ,490519,6979815,C. intermedia,15,19,26.7,4,75,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,5/07/2013,12:30:00,201311503,2013,23,115,Clear Mountain Conservation Park,3,1,26.5,S,A*,1,0,0,F,N,D1 W769 ,490555,6980440,E. acmeniodes,18,25,45.3,10,55,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,5/07/2013,12:30:00,201311503,2013,23,115,Clear Mountain Conservation Park,3,2,26.5,S,J*,0,0,1,U,N,D1 W769 ,490555,6980440,E. acmeniodes,18,25,45.3,10,55,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,11/07/2013,12:21:00,201311602,2013,23,116,Forgan Cove,2,1,23,E,A,1,0,0,M,C/T,D2 W196,493125,6982899,C. citriodora,13,20,31.9,7,20,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,13:15:00,201311704,2013,23,117,Brendale CSR,4,1,,,A*,1,0,0,F,N,D2 W301,496193,6978781,L. suaveolens,7,9,8.8,5,80,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,13:15:00,201311704,2013,23,117,Brendale CSR,4,2,,,J*,0,0,1,U,U,D2 W301,496193,6978781,L. suaveolens,7,9,8.8,5,80,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,13:10:00,201311706,2013,23,117,Brendale CSR,6,1,,,A,1,0,0,M,U,D1 W967,496010,6978764,E. microcorys,12,18,"42.8,12.8,12.6",8,65,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,13:25:00,201311706,2013,23,117,Brendale CSR,6,2,,,A,1,0,0,U,N,D1 W968,495961,6978781,E. fibrosa,19,20,44.7,7,65,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,14:00:00,201311707,2013,23,117,Brendale CSR,7,1,,,A*,1,0,0,F,N,D1 W971,495614,6978838,E. siderophloia,15,16,38.8,6,45,7
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,14:00:00,201311707,2013,23,117,Brendale CSR,7,2,,,J*,0,0,1,U,U,D1 W971,495614,6978838,E. siderophloia,15,16,38.8,6,45,7
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,14:35:00,201311708,2013,23,117,Brendale CSR,8,1,,,A*,1,0,0,F,N,D2 W304,495578,6978957,E. tindaliae,22,24,65.2,10,50,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/01/2013,14:35:00,201311708,2013,23,117,Brendale CSR,8,2,,,J*,0,0,1,U,U,D2 W304,495578,6978957,E. tindaliae,22,24,65.2,10,50,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,2/07/2013,11:15:00,201311803,2013,23,118,Samford Conservation Park,3,1,7.05,S,A*,1,0,0,F,N,D1 W720,491427,6971794,E. siderophloia,15,20,52,7,35,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,2/07/2013,11:15:00,201311803,2013,23,118,Samford Conservation Park,3,2,7.05,S,J*,0,0,1,U,N,D1 W720,491427,6971794,E. siderophloia,15,20,52,7,35,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,13/06/2013,13:10:00,201311901,2013,23,119,AMCOR Paper Mill,1,1,18.8,W,A,1,0,0,M,N,D1 W612,499061,6984288,E. tereticornis,15,18,31,8,20,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,13/06/2013,11:25:00,201311906,2013,23,119,AMCOR Paper Mill,6,1,3.6,E,A,1,0,0,U,N,D1 W607,499238,6984435,L. confertus,20,21,39.0; 35.5,8,80,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,13/06/2013,11:45:00,201311906,2013,23,119,AMCOR Paper Mill,6,2,20.9,W,A,1,0,0,F,N,D1 W609,499160,6984282,E. racemosa,12,20,101.5,13,45,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,13/06/2013,13:25:00,201311908,2013,23,119,AMCOR Paper Mill,8,1,1.2,W,A*,1,0,0,F,N,D2 W704,498886,6984622,E. tereticornis,20,25,34.3,8,35,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,13/06/2013,13:25:00,201311908,2013,23,119,AMCOR Paper Mill,8,2,1.2,W,J*,0,0,1,U,N,D2 W704,498886,6984622,E. tereticornis,20,25,34.3,8,35,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/08/2013,10:30:00,201312007,2013,23,120,McDowalls Road Reserve,7,1,12.7,S,A,1,0,0,M,N,D1 W007,487083,6975636,E. resinifera,13,15,25,6,50,7
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,13:00:00,201312206,2013,23,122,Murrenbong Scout Camp,6,1,1.2,W,A,1,0,0,F,N,D1 W652,494252,6986751,E. moluccana,17,21,35.8,7,40,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,20/06/2013,12:00:00,201312209,2013,23,122,Murrenbong Scout Camp,9,1,26.8,E,A,1,0,0,M,T,D1 W682,494012,6987885,E. tindaliae,13,17,38.1,7,45,9
Pine Rivers,Moreton Bay,Bushland,Line-transect,20/06/2013,12:20:00,201312209,2013,23,122,Murrenbong Scout Camp,9,2,39.8,W,A*,1,0,0,F,T,D1 W683,493951,6987766,E. resinifera,15,20,57.7,10,55,9
Pine Rivers,Moreton Bay,Bushland,Line-transect,20/06/2013,12:20:00,201312209,2013,23,122,Murrenbong Scout Camp,9,3,39.8,W,J*,0,0,1,U,N,D1 W683,493951,6987766,E. resinifera,15,20,57.7,10,55,9
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,10:40:00,201312210,2013,23,122,Murrenbong Scout Camp,10,1,24.7,E,A,1,0,0,F,N,D2 W736,493634,6986815,E. siderophloia,15,19,40.5,5,60,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,11:15:00,201312210,2013,23,122,Murrenbong Scout Camp,10,2,38.1,E,A,1,0,0,M,N,D2 W737,493686,6987020,E. carnea,10,18,31,6,50,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,12:05:00,201312210,2013,23,122,Murrenbong Scout Camp,10,3,3.2,E,A,1,0,0,U,N,D2 W739,493683,6987211,E. carnea,18,24,55.4,8,70,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,12:50:00,201312212,2013,23,122,Murrenbong Scout Camp,12,1,14.2,W,A,1,0,0,M,N,D2 W742,493858,6987487,E. siderophloia,7,19,32.7,4,65,12
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,14:45:00,201312213,2013,23,122,Murrenbong Scout Camp,13,1,37.3,E,A,1,0,0,F,N,D2 W751,493972,6987129,E. carnea,11,16,48,10,65,13
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,14:55:00,201312213,2013,23,122,Murrenbong Scout Camp,13,2,16.9,W,A,1,0,0,M,T,D2 W752,493928,6987177,E. carnea,13,18,30.5,4,65,13
Pine Rivers,Moreton Bay,Bushland,Line-transect,19/06/2013,15:15:00,201312213,2013,23,122,Murrenbong Scout Camp,13,3,15.6,E,A,1,0,0,F,N,D2 W754,493997,6987378,E. tereticornis,11,17,32.6,5,55,13
Pine Rivers,Moreton Bay,Bushland,Line-transect,4/07/2013,11:10:00,201312502,2013,23,125,Francis Road,2,1,,,A*,1,0,0,F,N,D1 W755,495507,6982446,E. moluccana,8,17,85.5,8,50,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,4/07/2013,11:10:00,201312502,2013,23,125,Francis Road,2,2,,,J*,0,0,1,U,U,D1 W755,495507,6982446,E. moluccana,8,17,85.5,8,50,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,4/07/2013,12:50:00,201312503,2013,23,125,Francis Road,3,1,,,S,0,1,0,U,U,D1 W760,495573,6982337,E. moluccana,19,21,58.9,9,80,3
Noosa,Noosa,Bushland,Strip-transect,27/06/2013,10:00:00,201360401,2013,23,604,Noosa National Park: Eenie Creek Road,1,1,N/A,N/A,A,1,0,0,M,N,D1 W696 ,505375,7078058,E. maculata (which is now C. citriodora),6,12,19.9/20.2,5,45,1
Noosa,Noosa,Bushland,Strip-transect,17/07/2013,14:45:00,201360505.1,2013,23,605,Noosa National Park: Headland Section,5.1,1,N/A,N/A,A,1,0,0,M,N,D2 W220,509815,7082000,E. tereticornis,19,21,66,12,60,5
Noosa,Noosa,Bushland,Strip-transect,24/07/2013,13:00:00,201360512,2013,23,605,Noosa National Park: Headland Section,12,1,N/A,N/A,A,1,0,0,U,T,D1 W916,509579,7081047,E. siderophloia,17,20,49.1,11,60,12
Noosa,Noosa,Bushland,Strip-transect,27/09/2013,9:55:00,201360806,2013,23,608,Tewantin National Park: Lake MacDonald Section,6,1,N/A,N/A,A,1,0,0,U,T,D2 W403 ,493353,7082854,E. resinifera,22,28,38,6,75,6
Noosa,Noosa,Bushland,Strip-transect,16/10/2013,10:45:00,201360905,2013,23,609,West Cooroy State Forest,5,1,N/A,N/A,A,1,0,0,M,C,D1 W328 ,483859,7073325,On ground,0,N/A,N/A,N/A,N/A,5
Noosa,Noosa,Bushland,Strip-transect,19/11/2013,15:20:00,201361102,2013,23,611,Symplocos Environmental Reserve,2,1,N/A,N/A,A,1,0,0,F,N,D2 W690,489684,7085851,Malaleuca quinquenervia,8,11,18.4,3,70,2
Noosa,Noosa,Urban,All-of-area,15/09/2013,11:30:00,201362100,2013,23,621,Noosa Heads,0,1,N/A,N/A,A,1,0,0,M,N,D1 W271,508884,7080075,Allocasuarina littoralis,,,,,,
