SurveyArea,LGA,BushlandOrUrban,Methodology,Date,Time,TransectID,Year,SurveyNumber,SiteNumber,SiteName,Transect,SightingNumber,Distance_m,Bearing,AgeStatus,NumberOfAdults,NumberOfSubadults,NumberOfJuveniles,Sex,Disease,Waypoint,Eastings,Northings,TreeSpecies,HeightOfKoalaInTree_m,HeightOfTree_m,DBH_cm,CrownSize_m,CrownDensity_percentage,OldTransectNumber
Ipswich,Ipswich,Urban,All-of-area,17/02/2012,13:05:00,201122304,2011,21,223,McKenna Road,4,3,N/A,N/A,A,1,0,0,F,T,D1 W1782,450997,6934784,Alphitonia excelsa,11,18,45/31.5,21,10,4
Ipswich,Ipswich,Urban,All-of-area,17/02/2012,14:25:00,201122305,2011,21,223,McKenna Road,5,1,N/A,N/A,A,1,0,0,F,N,D1 W178,450338,6935128,Alphitonia excelsa,16,22,96.1,22,45,5
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,16/09/2011,13:05:00,201130109,2011,21,301,Freshwater National Park,9,1,16.6,S,A*,1,0,0,F,N,D1 W1369,499328,6993770,E. racemosa,6,12,94,11,35,9
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,16/09/2011,13:43:00,201130111,2011,21,301,Freshwater National Park,11,1,7.35,S,S,0,1,0,F,N,D1 W1372,499280,6993971,L. suaveolens,8,10,39.8,5,65,11
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,4/10/2011,15:45:00,201130204,2011,21,302,Moorina Sheep Station Creek,4,1,21.4,N,A*,1,0,0,F,N,D1 W1415,489480,6999531,C. intermedia,12,19,29.1,8,40,4
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,4/10/2011,15:45:00,201130204,2011,21,302,Moorina Sheep Station Creek,4,2,21.4,N,J*,0,0,1,U,U,D1 W1415,489480,6999531,C. intermedia,12,19,29.1,8,40,4
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,26/10/2011,13:49:00,201130508,2011,21,305,Caboolture Regional Aquatic Centre,8,1,9.58,W,A,1,0,0,M,N,D2 W924,496893,6998310,Rainforest species?,14,19,27.3,6,90,8
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,9/11/2011,12:46:00,201130801,2011,21,308,Oakey Flat Rd,1,1,,,A,1,0,0,M,C,D1 W1502,493315,6998503,E. major,9,15,17.5,4,60,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,9/11/2011,15:31:00,201130901,2011,21,309,Petersen Rd,1,1,,,A,1,0,0,F,T,D1 W1501,492484,7000392,E. tereticornis,17,22,55.1,12,50,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,9/11/2011,11:10:00,201131002,2011,21,310,J Dobson Rd,2,1,,,A,1,0,0,F,N,D2 W954,492930,6999413,C. intermedia,9,12,21.8,4,20,2
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,9/11/2011,11:11:00,201131002,2011,21,310,J Dobson Rd,2,2,,,A,1,0,0,M,T,,492833,6999277,C. intermedia,8,15,34.7,10,35,2
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,15/11/2011,11:55:00,201131207,2011,21,312,"Rowley Rd, Burpengary",7,1,,,A,1,0,0,F,N,D2 W978,495012,6996921,L. confertus,5,10,8.3,2,40,7
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,22/11/2011,12:56:00,201131502,2011,21,315,Rocksberg,2,1,19.8,W,A,1,0,0,M,N,D1 W1557,485239,7002058,E. tereticornis,8,20,46.4,10,30,2B
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,22/11/2011,15:46:00,201131503,2011,21,315,Rocksberg,3,1,25.1,N,A,1,0,0,M,T,D1 W1561,485438,7001829,C. intermedia,11,13,25.3,9,40,3
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,22/11/2011,16:04:00,201131503,2011,21,315,Rocksberg,3,2,4.25,N,A,1,0,0,F,T,D1 W1562,485372,7001810,E. moluccana,21,26,35.6,9,40,3
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,27/11/2011,10:00:00,201132200,2011,21,322,Narangba,0,1,N/A,N/A,A,1,0,0,M,T,,494075,6992654,E. carnea,,,,,,
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,27/11/2011,,201132200,2011,21,322,Narangba,0,2,N/A,N/A,A,1,0,0,F,N,,493890,6992498,Malaleuca quinquenervia,,,,,,
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,4/12/2011,17:30:00,201132400,2011,21,324,Burpengary,0,1,N/A,N/A,J,0,0,1,F,N,,498204,6997386,E. tereticornis,,,,,,
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,4/12/2011,16:45:00,201132400,2011,21,324,Burpengary,0,2,N/A,N/A,A,1,0,0,F,N,,498756,6997737,E. tereticornis,,,,,,
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,4/12/2011,,201132400,2011,21,324,Burpengary,0,3,N/A,N/A,A,1,0,0,U,U,,499611,6997822,E. tereticornis,,,,,,
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,10:13:00,201135001,2011,21,350,Chelsea St Reserve,1,1,,,A,1,0,0,F,T,D2 W883,506959,6989033,E. siderophloia,19,21,68.6,8,55,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,10:30:00,201135001,2011,21,350,Chelsea St Reserve,1,2,,,A,1,0,0,M,N,D2 W884,506915,6988883,C. intermedia,13,16,32.9/13.2,7,70,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,10:45:00,201135001,2011,21,350,Chelsea St Reserve,1,3,,,A*,1,0,0,F,N,D2 W885,506933,6988740,E. tereticornis,17,22,48.8,11,30,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,10:45:00,201135001,2011,21,350,Chelsea St Reserve,1,4,,,J*,0,0,1,U,N,D2 W885,506933,6988740,E. tereticornis,17,22,48.8,11,30,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,11:45:00,201135002,2011,21,350,Chelsea St Reserve,2,1,,,A,1,0,0,M,N,D2 W889,506920,6989048,C. intermedia,18,22,49.1,11,40,2
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,12:30:00,201135003,2011,21,350,Chelsea St Reserve,3,1,,,A*,1,0,0,F,N,D2 W890,506783,6989017,E. tereticornis,16,19,48.8,12,55,3
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,12:30:00,201135003,2011,21,350,Chelsea St Reserve,3,2,,,J*,0,0,1,U,N,D2 W890,506783,6989017,E. tereticornis,16,19,48.8,12,55,3
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,12:50:00,201135003,2011,21,350,Chelsea St Reserve,3,3,,,A,1,0,0,F,N,D2 W891,506819,6988861,E. tereticornis,15,25,72.9,13,60,3
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,13:15:00,201135003,2011,21,350,Chelsea St Reserve,3,4,,,A,1,0,0,F,T,D2 W892,506758,6988702,E. tereticornis,17,19,46.2,9,30,3
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,13:40:00,201135004,2011,21,350,Chelsea St Reserve,4,1,,,A*,1,0,0,F,N,D1 W895,506737,6988754,E. tereticornis,15,17,42.2,11,35,4
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,13:40:00,201135004,2011,21,350,Chelsea St Reserve,4,2,,,J*,0,0,1,U,N,D1 W895,506737,6988784,E. tereticornis,15,17,42.2,11,35,4
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,14:00:00,201135004,2011,21,350,Chelsea St Reserve,4,3,,,A*,1,0,0,F,N,D1 W896,506765,6988885,E. tereticornis,15,19,36.8,8,25,4
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,14:00:00,201135004,2011,21,350,Chelsea St Reserve,4,4,,,J*,0,0,1,U,N,D1 W896,506765,6988885,E. tereticornis,15,19,36.8,8,25,4
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,15:20:00,201135005,2011,21,350,Chelsea St Reserve,5,1,,,A*,1,0,0,F,N,D1 W898,506673,6988926,E. tereticornis,14,18,30.2,7,15,5
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,15:20:00,201135005,2011,21,350,Chelsea St Reserve,5,2,,,J*,0,0,1,U,N,D1 W898,506673,6988926,E. tereticornis,14,18,30.2,7,15,5
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,11/10/2011,15:57:00,201135006,2011,21,350,Chelsea St Reserve,6,1,,,S,0,1,0,M,N,D1 W900,506539,6988685,E. tereticornis,13,23,62.8,12,55,6
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,13/10/2011,9:58:00,201135101,2011,21,351,Hercules Rd Environmental Reserve,1,1,,,S,0,1,0,U,N,D1 W1424,507729,6988419,E. tereticornis,16,19,33.7,9,35,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,13/10/2011,10:07:00,201135101,2011,21,351,Hercules Rd Environmental Reserve,1,2,,,S,0,1,0,U,N,D1 W1425,507732,6988429,E. tereticornis,20,21,34,8,40,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,13/10/2011,10:18:00,201135101,2011,21,351,Hercules Rd Environmental Reserve,1,3,,,A,1,0,0,F,N,D1 W1426,507734,6988456,E. siderophloia,21,22,40.1,12,50,1
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,13/10/2011,12:10:00,201135102,2011,21,351,Hercules Rd Environmental Reserve,2,1,,,A,1,0,0,M,N,D1 W1429,507606,6988430,E. tereticornis,10,16,50.1,12,65,2
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,13/10/2011,12:35:00,201135103,2011,21,351,Hercules Rd Environmental Reserve,3,2,,,A,1,0,0,M,O,D1 W1430,507609,6988528,E. tereticornis,6,14,31.5,6,25,3
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,13/10/2011,12:40:00,201135104,2011,21,351,Hercules Rd Environmental Reserve,4,1,,,A*,1,0,0,F,N,D1 W1431,507567,6988558,E. tereticornis,10,15,33.5,8,35,4
Caboolture/Redcliffe,Moreton Bay,Bushland,Line-transect,13/10/2011,12:40:00,201135104,2011,21,351,Hercules Rd Environmental Reserve,4,2,,,J*,0,0,1,U,N,D1 W1431,507567,6988558,E. tereticornis,10,15,33.5,8,35,4
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,13/11/2011,12:50:00,201135300,2011,21,353,Kippa-Ring,0,1,N/A,N/A,A,1,0,0,F,T/C,,508395,6989154,Grevillea robusta,,,,,,
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,6/03/2012,9:50:00,201135300,2011,21,353,Kippa-Ring,0,2,N/A,N/A,A,1,0,0,M,C,D1 W1816,508340,6989145,E. tereticornis,,,,,,
Caboolture/Redcliffe,Moreton Bay,Urban,All-of-area,6/03/2012,10:10:00,201135300,2011,21,353,Kippa-Ring,0,3,N/A,N/A,A,1,0,0,F,N,D1 W1817,508414,6987134,C. intermedia,,,,,,
Koala Coast,Logan City,Bushland,Strip-transect,23/10/2012,9:44:00,201200103,2012,22,1,Daisy Hill ,3,1,N/A,N/A,A,1,0,0,M,N,D2 W307,516163,6943583,E. maculata (which is now C. citriodora),11,20,35.7,6,60,3
Koala Coast,Logan City,Bushland,Strip-transect,23/10/2012,11:55:00,201200104,2012,22,1,Daisy Hill ,4,1,N/A,N/A,A,1,0,0,M,N,D2 W823,517093,6943625,L. suaveolens,4,7,8.5,3,10,4
Koala Coast,Logan City,Bushland,Strip-transect,23/10/2012,12:35:00,201200104,2012,22,1,Daisy Hill ,4,2,N/A,N/A,A*,1,0,0,F,N,D2 W311,516483,6943736,E. tindaliae,16,19,54.2,8,55,4
Koala Coast,Logan City,Bushland,Strip-transect,23/10/2012,12:35:00,201200104,2012,22,1,Daisy Hill ,4,3,N/A,N/A,J*,0,0,1,U,N,D2 W311,516483,6943736,E. tindaliae,16,19,54.2,8,55,4
Koala Coast,Logan City,Bushland,Strip-transect,19/10/2012,12:25:00,201200112,2012,22,1,Daisy Hill ,12,1,N/A,N/A,A,1,0,0,F,U,D2 W296,515526,6945753,E. maculata (which is now C. citriodora),27,30,44.3,7,70,12
Koala Coast,Logan City,Bushland,Strip-transect,18/10/2012,15:30:00,201200113.1,2012,22,1,Daisy Hill ,13.1,1,N/A,N/A,A,1,0,0,F,N,D1 W810,515709,6945904,E. carnea,8,10,12.2,2,30,13A
Koala Coast,Redland City,Bushland,Strip-transect,30/11/2012,11:30:00,201200206,2012,22,2,Point Halloran,6,1,N/A,N/A,A,1,0,0,U,T,D2 W707,529101,6950470,E. tereticornis,15,18,53.7,11,40,6
Koala Coast,Redland City,Bushland,Strip-transect,30/11/2012,11:55:00,201200207,2012,22,2,Point Halloran,7,1,N/A,N/A,A,1,0,0,F,N,D2 W708,529031,6950410,Casuarina glauca,9,14,30.3,5,60,7
Koala Coast,Redland City,Bushland,Strip-transect,24/10/2012,13:30:00,201200309,2012,22,3,Gravel Reserve,9,1,N/A,N/A,A,1,0,0,F,N,D2 W340,521100,6953766,Acacia concurrens,4,8,19.2/34.0,8,15,9
Koala Coast,Redland City,Bushland,Strip-transect,9/11/2012,9:20:00,201200401,2012,22,4,McDonald McMillan,1,1,N/A,N/A,A,1,0,0,F,N,D1 W940,523212,6955665,E. racemosa,14,17,27.8,6,35,1
Koala Coast,Brisbane City,Bushland,Strip-transect,7/09/2012,9:45:00,201200502,2012,22,5,JC Trotter,2,1,N/A,N/A,A*,1,0,0,F,N,D2 W889,516538,6952948,E. racemosa,6,10,27,5,45,2
Koala Coast,Brisbane City,Bushland,Strip-transect,7/09/2012,11:35:00,201200508,2012,22,5,JC Trotter,8,1,N/A,N/A,S,0,1,0,F,N,D2 W900,516662,6952548,Allocasuarina littoralis,7,9,9.1,3,10,8
Koala Coast,Brisbane City,Bushland,Strip-transect,11/09/2012,11:39:00,201200514,2012,22,5,JC Trotter,14,1,N/A,N/A,A,1,0,0,M,N,D2 W918,516516,6952120,E. resinifera,11,13,29.3,4,70,14
Koala Coast,Brisbane City,Bushland,Strip-transect,11/09/2012,12:25:00,201200516,2012,22,5,JC Trotter,16,1,N/A,N/A,A,1,0,0,F,N,D2 W923,516540,6951996,E. tindaliae,17,19,65/26.7,15,5,16
Koala Coast,Brisbane City,Bushland,Strip-transect,11/09/2012,13:28:00,201200516,2012,22,5,JC Trotter,16,2,N/A,N/A,A,1,0,0,M,N,D2 W924,517000,6951957,E. resinifera,6,11,16.3,5,15,16
Koala Coast,Brisbane City,Bushland,Strip-transect,11/09/2012,15:28:00,201200520,2012,22,5,JC Trotter,20,1,N/A,N/A,A,1,0,0,M,N,D1 W614,516676,6951756,E. resinifera,15,17,42,9,55,20
Koala Coast,Redland City,Bushland,Strip-transect,7/11/2012,14:40:00,201200603,2012,22,6,Warren Street,3,1,N/A,N/A,A,1,0,0,M,N,D1 W910,524461,6946929,E. resinifera,13,19,41.7,6,50,3
Koala Coast,Redland City,Bushland,Strip-transect,8/11/2012,12:20:00,201200605,2012,22,6,Warren Street,5,1,N/A,N/A,A,1,0,0,M,N,D2 W544,524104,6947248,E. microcorys,17,20,35.6,8,40,5
Koala Coast,Redland City,Bushland,Strip-transect,25/09/2012,10:50:00,201200801,2012,22,8,Karingal,1,1,N/A,N/A,A,1,0,0,F,N,D2 W035,522157,6946999,E. microcorys,15,17,41.2,12,45,1
Koala Coast,Redland City,Bushland,Strip-transect,26/09/2012,10:13:00,201200803,2012,22,8,Karingal,3,1,N/A,N/A,A,1,0,0,M,C,D1 W691,521402,6946784,E. crebra,16,20,42.5,9,50,3
Koala Coast,Redland City,Bushland,Strip-transect,26/09/2012,11:00:00,201200803,2012,22,8,Karingal,3,2,N/A,N/A,A,1,0,0,M,T,D2 W043,521131,6946850,E. resinifera,17,19,26.5,5,65,3
Koala Coast,Redland City,Bushland,Strip-transect,26/09/2012,15:15:00,201200805,2012,22,8,Karingal,5,1,N/A,N/A,A,1,0,0,M,S,D2 W050,521486,6946427,E. tindaliae,15,19,43.6,11,65,5
Koala Coast,Redland City,Bushland,Strip-transect,14/11/2012,9:20:00,201200905,2012,22,9,Venman National Park,5,1,N/A,N/A,A,1,0,0,U,T,D1 W947,520230,6943920,E. microcorys,8,25,54.8,12,50,5
Koala Coast,Redland City,Bushland,Strip-transect,15/11/2012,12:00:00,201200908,2012,22,9,Venman National Park,8,1,N/A,N/A,A,1,0,0,M,C,D2 W614,519727,6943270,L. confertus,6,13,22,5,25,8
Koala Coast,Redland City,Bushland,Strip-transect,4/12/2012,9:10:00,201200909,2012,22,9,Venman National Park,9,1,N/A,N/A,A,1,0,0,F,N,D1 W003,520541,6942871,E. microcorys,12,17,24.6,6,40,9
Koala Coast,Redland City,Bushland,Strip-transect,4/12/2012,9:50:00,201200909,2012,22,9,Venman National Park,9,2,N/A,N/A,A,1,0,0,F,T,D2 W714,520045,6942972,C. intermedia,11,17,40.2/43.7,12,45,9
Koala Coast,Redland City,Bushland,Strip-transect,27/09/2012,13:50:00,201201106.1,2012,22,11,AMCA Commonwealth Land,6.1,1,N/A,N/A,A,1,0,0,M,U,D2 W081,519812,6956957,E. tereticornis,22,23,34.8,5,60,6A
Koala Coast,Redland City,Bushland,Strip-transect,28/09/2012,12:26:00,201201115,2012,22,11,AMCA Commonwealth Land,15,1,N/A,N/A,A,1,0,0,M,N,D2 W112,520438,6957536,Allocasuarina littoralis,9,11,20.9,4,40,15
Koala Coast,Redland City,Bushland,Strip-transect,28/09/2012,13:10:00,201201115,2012,22,11,AMCA Commonwealth Land,15,2,N/A,N/A,A,1,0,0,F,N,D2 W113,519686,6957663,Malaleuca quinquenervia,7,10,14.8,2,75,15
Koala Coast,Brisbane City,Bushland,Strip-transect,4/10/2012,12:50:00,201201305,2012,22,13,Burbank,5,1,N/A,N/A,A,1,0,0,M,C,D1 W739,517849,6949840,E. microcorys,18,23,32.6,6,45,5
Koala Coast,Brisbane City,Bushland,Strip-transect,5/10/2012,12:00:00,201201307,2012,22,13,Burbank,7,1,N/A,N/A,A,1,0,0,M,N,D2 W178,517829,6950165,E. microcorys,20,30,52.2,14,65,7
Koala Coast,Brisbane City,Bushland,Strip-transect,5/10/2012,12:15:00,201201307,2012,22,13,Burbank,7,2,N/A,N/A,A,1,0,0,F,T,D2 W179,517794,6950220,E. propinqua,15,18,20.2,4,25,7
Koala Coast,Brisbane City,Bushland,Strip-transect,5/10/2012,13:11:00,201201307,2012,22,13,Burbank,7,3,N/A,N/A,A,1,0,0,F,S,D2 W181,517262,6950293,E. microcorys,10,15,20.7,6,50,7
Koala Coast,Brisbane City,Bushland,Strip-transect,9/10/2012,9:31:00,201201308,2012,22,13,Burbank,8,1,N/A,N/A,A,1,0,0,M,N,D2 W185,517186,6950509,E. siderophloia,15,18,37.7,9,45,8
Koala Coast,Brisbane City,Bushland,Strip-transect,9/10/2012,13:15:00,201201310,2012,22,13,Burbank,10,1,N/A,N/A,A,1,0,0,F,N,D2 W197,517802,6950774,C. intermedia,13,14,29,6,65,10
Koala Coast,Redland City,Bushland,Strip-transect,26/10/2012,12:11:00,201201405,2012,22,14,Sewage Works,5,1,N/A,N/A,S,0,1,0,F,N,D2 W395,523426,6954069,E. racemosa,13,17,,5,35,5
Koala Coast,Brisbane City,Bushland,Strip-transect,14/09/2012,14:00:00,201201603.1,2012,22,16,Tingalpa Road,3.1,1,N/A,N/A,A*,1,0,0,F,T,D1 W633,518126,6960376,E. siderophloia,12,14,28.2,5,30,3A
Koala Coast,Brisbane City,Bushland,Strip-transect,14/09/2012,14:00:00,201201603.1,2012,22,16,Tingalpa Road,3.1,2,N/A,N/A,J*,0,0,1,U,N,D1 W633,518126,6960376,E. siderophloia,13,14,28.2,5,30,3A
Koala Coast,Brisbane City,Bushland,Strip-transect,12/09/2012,14:40:00,201201807,2012,22,18,Tingalpa Creek Reserve,7,1,N/A,N/A,A,1,0,0,F,N,D2 W951,517992,6957586,E. racemosa,11,21,42.1,10,25,7
Koala Coast,Logan City,Bushland,Strip-transect,3/10/2012,10:50:00,201201901,2012,22,19,Native Dog Reserve,1,1,N/A,N/A,A,1,0,0,M,C,D2 W127,525361,6939507,C. trachyphloia,19,22,41.1,8,55,1
Koala Coast,Logan City,Bushland,Strip-transect,2/10/2012,15:10:00,201201904,2012,22,19,Native Dog Reserve,4,1,N/A,N/A,A,1,0,0,M,T,D1 W723,525487,6939412,Malaleuca quinquenervia,15,16,29..0,3,50,4
Koala Coast,Logan City,Bushland,Strip-transect,2/10/2012,15:35:00,201201904,2012,22,19,Native Dog Reserve,4,2,N/A,N/A,A,1,0,0,F,N,D1 W724,525525,6939550,E. tereticornis,17,20,32.2,6,15,4
Koala Coast,Redland City,Bushland,Strip-transect,6/11/2012,11:30:00,201202205,2012,22,22,Bayview,5,1,N/A,N/A,A,1,0,0,M,T,D2 W466,525903,6941134,L. suaveolens,9,11,20.1,5,30,5
Koala Coast,Logan City,Bushland,Strip-transect,10/10/2012,15:10:00,201202501,2012,22,25,Neville Lawrie,1,1,N/A,N/A,A,1,0,0,M,N,D1 W768,516862,6944667,E. microcorys,14,17,36,8,50,1
Koala Coast,Logan City,Bushland,Strip-transect,12/10/2012,11:40:00,201202503,2012,22,25,Neville Lawrie,3,1,N/A,N/A,A,1,0,0,M,C,D1 W233,516611,6945138,E. microcorys,12,19,35.9,9,35,3
Koala Coast,Logan City,Bushland,Strip-transect,12/10/2012,15:30:00,201202504,2012,22,25,Neville Lawrie,4,1,N/A,N/A,S,0,1,0,F,N,D2 W238,516490,6945369,E. eugenioides,14,14,31.1,5,15,4
Koala Coast,Logan City,Bushland,Strip-transect,16/10/2012,13:45:00,201202506,2012,22,25,Neville Lawrie,6,1,N/A,N/A,A,1,0,0,F,T,D1 W789,517549,6945713,E. tindaliae,17,22,48.3,6,70,6
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2012,8:10:00,201202701,2012,22,27,Ney Road,1,1,N/A,N/A,A,1,0,0,U,C,D2 W766,520240,6952550,E. racemosa,18,22,51,12,30,1
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2012,12:30:00,201202704,2012,22,27,Ney Road,4,1,N/A,N/A,A,1,0,0,M,T,D2 W778,520760,6952443,E. racemosa,18,19,49.3,12,40,4
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2012,15:30:00,201202705,2012,22,27,Ney Road,5,1,N/A,N/A,A,1,0,0,F,N,D2 W781,520786,6952607,E. seeana,6,8,23.4,4,10,5
Koala Coast,Brisbane City,Bushland,Strip-transect,20/09/2012,14:08:00,201202803,2012,22,28,Prout Road,3,1,N/A,N/A,A*,1,0,0,F,N,D2 W277,514494,6953827,Malaleuca quinquenervia,5,6,8.7,2,65,3
Koala Coast,Brisbane City,Bushland,Strip-transect,20/09/2012,14:08:00,201202803,2012,22,28,Prout Road,3,2,N/A,N/A,J*,0,0,1,U,N,D2 W277,514494,6953827,Malaleuca quinquenervia,5,6,8.7,2,65,3
Koala Coast,Brisbane City,Bushland,Strip-transect,20/09/2012,14:25:00,201202803,2012,22,28,Prout Road,3,2,N/A,N/A,A,1,0,0,M,S,D1 W668,514484,6953785,Allocasuarina littoralis,5,10,12.8,3,65,3
Koala Coast,Brisbane City,Bushland,Strip-transect,21/09/2012,10:58:00,201202804,2012,22,28,Prout Road,4,1,N/A,N/A,A,1,0,0,F,T,D1 W673,515047,6953885,E. racemosa,16,19,63.2,10,35,4
Koala Coast,Redland City,Urban,All-of-area,23/09/2012,15:00:00,201202900,2012,22,29,Thornside,0,1,N/A,N/A,A,1,0,0,M,N,D2 W019,520544,6959518,E. microcorys,,,,,,
Koala Coast,Redland City,Urban,All-of-area,23/09/2012,9:45:00,201202900,2012,22,29,Thornside,0,2,N/A,N/A,A,1,0,0,F,C,D1 W678,520178,6959660,E. microcorys,,,,,,
Koala Coast,Redland City,Urban,All-of-area,23/09/2012,10:10:00,201202900,2012,22,29,Thornside,0,3,N/A,N/A,A,1,0,0,M,N,D1 W679,520158,6959871,Alphitonia excelsa,,,,,,
Koala Coast,Redland City,Urban,All-of-area,23/09/2012,11:43:00,201202900,2012,22,29,Thornside,0,4,N/A,N/A,A,1,0,0,F,C,D1 W680,519997,6959914,Malaleuca quinquenervia,,,,,,
Koala Coast,Redland City,Urban,All-of-area,21/10/2012,10:15:00,201203000,2012,22,30,Capalaba,0,1,N/A,N/A,A,1,0,0,U,N,D1 W302,520817,6955809,E. maculata (which is now C. citriodora),,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,9:06:00,201203100,2012,22,31,Cleveland,0,1,N/A,N/A,A,1,0,0,M,N,D1 W855,526607,6954981,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,9:13:00,201203100,2012,22,31,Cleveland,0,2,N/A,N/A,S,0,1,0,U,N,D1 W856,526608,6954967,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,9:30:00,201203100,2012,22,31,Cleveland,0,3,N/A,N/A,A,1,0,0,M,N,D1 W857,526778,6954969,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,10:00:00,201203100,2012,22,31,Cleveland,0,4,N/A,N/A,A*,1,0,0,F,N,D1 W858,526865,6954954,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,10:00:00,201203100,2012,22,31,Cleveland,0,5,N/A,N/A,J*,0,0,1,U,N,D1 W858,526865,6954954,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,10:06:00,201203100,2012,22,31,Cleveland,0,6,N/A,N/A,A,1,0,0,M,C,D1 W859,526863,6954891,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,10:20:00,201203100,2012,22,31,Cleveland,0,7,N/A,N/A,A,1,0,0,F,N,D1 W860,527112,6955012,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,14:40:00,201203100,2012,22,31,Cleveland,0,8,N/A,N/A,A,1,0,0,M,N,D1 W861,526973,6954084,E. robusta,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,10:03:00,201203100,2012,22,31,Cleveland,0,9,N/A,N/A,A*,1,0,0,F,N,,527466,6954081,Ficus sp.,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,10:03:00,201203100,2012,22,31,Cleveland,0,10,N/A,N/A,J*,0,0,1,F,N,,527466,6954081,Ficus sp.,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,11:33:00,201203100,2012,22,31,Cleveland,0,11,N/A,N/A,A,1,0,0,M,N,,527079,6953864,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,12:22:00,201203100,2012,22,31,Cleveland,0,12,N/A,N/A,A,1,0,0,F,N,,526948,6953437,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,13:53:00,201203100,2012,22,31,Cleveland,0,13,N/A,N/A,A*,1,0,0,F,N,,526763,6953728,E. tereticornis,,,,,,
Koala Coast,Redland City,Urban,All-of-area,28/10/2012,13:53:00,201203100,2012,22,31,Cleveland,0,14,N/A,N/A,J*,0,0,1,U,N,,526763,6953728,E. tereticornis,,,,,,
